passage_uri,real_sourcekey
https://r11.eu/rdf/resource/07d68a0f-fa68-4a20-87b2-621c37dc55a3,"Theophylaktos of Ohrid, Letters 127"
https://r11.eu/rdf/resource/df7e8a16-3a10-4c08-9283-a4d316bc5e04,Lavra 35
https://r11.eu/rdf/resource/85c3d44b-bc24-4a46-a98e-066471748f2a,Lavra 35
https://r11.eu/rdf/resource/10dca8fd-112b-4cc4-9832-0d385c0714dc,Lavra 35
https://r11.eu/rdf/resource/f99cff0b-7822-4987-ac9f-2a372fdc628f,Lavra 35
https://r11.eu/rdf/resource/3a00427d-631b-4fc6-bdc3-7517ff208bb4,Kleinchroniken 14
https://r11.eu/rdf/resource/d24bbdb6-ce58-4b57-9fa6-051c68e043ab,Kleinchroniken 15
https://r11.eu/rdf/resource/e08c1083-daf0-40c0-9193-fe38ab837189,Kleinchroniken 17
https://r11.eu/rdf/resource/2e031df3-bef6-4afb-a04c-90ef2391bc1f,Kleinchroniken 14
https://r11.eu/rdf/resource/d157d527-e827-4666-8d3d-ec25ad2711ce,Kleinchroniken 15
https://r11.eu/rdf/resource/32713eed-43ee-424c-a9d8-f36ec790eb26,Protaton 9
https://r11.eu/rdf/resource/73a055ae-72dd-48e7-bf61-f3fed0c8fa47,Mauropous: Orations 66
https://r11.eu/rdf/resource/73e5ea4e-7bfb-4565-bd13-b17712b3c38a,Lavra 39
https://r11.eu/rdf/resource/90738f94-85bd-4f59-b7d8-978d35d46684,Lavra 39
https://r11.eu/rdf/resource/ea903c1c-95e5-4c7e-8274-4a751a5d2d44,Lavra 39
https://r11.eu/rdf/resource/f1d67c52-d590-4de7-ac48-697296b34f68,Esphigmenou 4a
https://r11.eu/rdf/resource/e5500032-dd8c-46cc-910f-41b52decab38,Esphigmenou 4a
https://r11.eu/rdf/resource/2473b514-4c6f-4d60-b413-091f916a6ca1,Esphigmenou 4a
https://r11.eu/rdf/resource/6e93cbb4-85cc-4757-b3ca-5b7a7531279a,Xeropotamou 5
https://r11.eu/rdf/resource/3f47b27e-a403-456e-914a-ff186d2a1562,Xeropotamou 5
https://r11.eu/rdf/resource/e1f61b47-42e8-482e-8e80-6a38e85ae712,Kleinchroniken 14
https://r11.eu/rdf/resource/aaf6b0aa-2a28-419d-a521-6e9b41c820b2,"Theophylaktos of Ohrid, Letters 18"
https://r11.eu/rdf/resource/674d9327-ee3e-4984-b510-cb57be9de958,Lavra 35
https://r11.eu/rdf/resource/4045bdb6-a08f-4d5b-9498-9e8a425e6600,Panteleemon 5
https://r11.eu/rdf/resource/0421e624-93ce-4d2b-a8a8-bdd49e6814a8,Panteleemon 5
https://r11.eu/rdf/resource/8ca97136-b2f0-449f-874c-2dc0c730b10f,Panteleemon 5
https://r11.eu/rdf/resource/62d3a242-c143-4e70-bc2a-ad0ae0604c93,Kleinchroniken 14
https://r11.eu/rdf/resource/6b6b7b69-0ce3-4bb9-8a07-64e60c08036f,Kleinchroniken 15
https://r11.eu/rdf/resource/2977fc14-8c69-4b61-808f-a165a8f90cf3,Kleinchroniken 15
https://r11.eu/rdf/resource/f807f4a8-0b8b-42ce-852f-4884f79d00bf,Kleinchroniken 15
https://r11.eu/rdf/resource/e6218174-68c7-4f46-8c7f-a89cdcb04bf6,Kleinchroniken 16
https://r11.eu/rdf/resource/1f3bf0dd-fccc-4646-b93a-21dc8d91e569,Kleinchroniken 14
https://r11.eu/rdf/resource/edfe5abd-0a45-45ba-84d1-78fe899a0970,Kleinchroniken 14
https://r11.eu/rdf/resource/b490e947-e43f-4ef3-8005-20d815f385bb,Kleinchroniken 16
https://r11.eu/rdf/resource/a041ba58-941b-4a39-a65a-9fb357b20cce,Kleinchroniken 14
https://r11.eu/rdf/resource/96f6d866-69be-4c09-9d05-d8b856f661a5,Kleinchroniken 15
https://r11.eu/rdf/resource/3e655f28-ec2f-44ae-957f-3582c9fb0653,Kleinchroniken 14
https://r11.eu/rdf/resource/91a2fe45-ce25-4495-948d-a0d122326d2c,Kleinchroniken 16
https://r11.eu/rdf/resource/e8b02817-c887-4aa5-a83e-7ef475ec3c59,Kleinchroniken 16
https://r11.eu/rdf/resource/be2afd51-1356-450f-be7e-94f7ca9baa98,Kleinchroniken 15
https://r11.eu/rdf/resource/c4c42108-eca4-4924-88cd-d92d35d1cf4f,Kleinchroniken 14
https://r11.eu/rdf/resource/60c0dbd1-f8ae-4126-8e18-926ce3d6868f,Kleinchroniken 15
https://r11.eu/rdf/resource/00f71e42-0cf5-4e56-bbf1-9c82c34839ae,Kleinchroniken 14
https://r11.eu/rdf/resource/c1c65e39-b549-4a5a-8356-8997e395c82d,Lavra 32
https://r11.eu/rdf/resource/92f6fc60-a444-4579-b2ca-378b9859f227,Lavra 32
https://r11.eu/rdf/resource/a72d1ffb-fd2a-41cf-aa09-dc08279530c9,Lavra 32
https://r11.eu/rdf/resource/6d50e6d1-cb4e-45b3-850e-02edbe8a7d5c,Panteleemon 5
https://r11.eu/rdf/resource/0315d61a-d20a-4a20-b35c-31a7fff274e5,Kleinchroniken 14
https://r11.eu/rdf/resource/8adebe14-586c-431d-8c48-052f1854b6ac,Kleinchroniken 14
https://r11.eu/rdf/resource/d49cf06e-7eb5-4eec-8537-cb1bb5d9e23b,Kleinchroniken 14
https://r11.eu/rdf/resource/ee2ef638-26e1-4b08-9c91-c95a56528ab5,Kleinchroniken 14
https://r11.eu/rdf/resource/f4c8d809-1863-4715-93ed-658556e7b488,Kleinchroniken 14
https://r11.eu/rdf/resource/dce7e48e-395a-42ac-9513-367bb3613928,Kleinchroniken 14
https://r11.eu/rdf/resource/35c21cd6-fc74-45a5-8928-85598439918d,Kleinchroniken 14
https://r11.eu/rdf/resource/60245c4e-6ec3-4137-aa18-f7ac2a2eeaf3,"Psellos, Oratoria minora 3"
https://r11.eu/rdf/resource/e42e624e-73a6-422b-9cf8-32e62517040d,"Psellos, Oratoria minora 3"
https://r11.eu/rdf/resource/4530e540-0ff9-41e7-abf4-532615e3e2f7,Lavra 36
https://r11.eu/rdf/resource/c379a180-ec32-4830-87b6-14f2d4c2939a,Xenophontos 2
https://r11.eu/rdf/resource/e6e7ccfd-3963-406e-a30a-407edc323223,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/7479c958-07a6-4a1f-bc29-e9c3a05fa6fc,"Psellos, Oratoria minora 1"
https://r11.eu/rdf/resource/0b7b6918-0255-405e-b507-1118c050cc3c,"Theophylaktos of Ohrid, Letters 27"
https://r11.eu/rdf/resource/fbf0a6f7-343d-48f2-b2a6-73c67b7a7c3a,"Theophylaktos of Ohrid, Letters 27"
https://r11.eu/rdf/resource/1997d703-593a-4f9d-aa9a-6217fdc852f7,"Theophylaktos of Ohrid, Letters 132"
https://r11.eu/rdf/resource/f30ac479-8318-4414-9bab-55e8a6a17cf4,"Theophylaktos of Ohrid, Letters 27"
https://r11.eu/rdf/resource/095b0e13-85a7-4f82-b689-43b1f1aab980,"Theophylaktos of Ohrid, Letters 27"
https://r11.eu/rdf/resource/7c96fd05-aa2c-4258-aaf1-b85636dfb472,"Theophylaktos of Ohrid, Letters 21"
https://r11.eu/rdf/resource/93b2b7fd-8666-42b0-bd82-2a86fb60129a,"Theophylaktos of Ohrid, Letters 21"
https://r11.eu/rdf/resource/4ff1859d-178f-4f2f-bad3-f251f28322f8,"Theophylaktos of Ohrid, Letters 21"
https://r11.eu/rdf/resource/2d2d5359-09f7-474b-89fd-2863fe15be92,"Theophylaktos of Ohrid, Letters 23"
https://r11.eu/rdf/resource/53c23880-2bc2-4ae4-b6c7-acd086f53eb1,"Theophylaktos of Ohrid, Letters 23"
https://r11.eu/rdf/resource/52325812-19fd-46a8-af76-4fd65e995952,"Theophylaktos of Ohrid, Letters 23"
https://r11.eu/rdf/resource/29de5943-343d-40f2-8202-d9d12c5c8c65,Lavra 29
https://r11.eu/rdf/resource/d5c1308e-de0f-4290-a1b5-b648812019e1,Lavra 29
https://r11.eu/rdf/resource/00004e86-fb0a-4e3f-9d0b-7334fda922f8,Kleinchroniken 14
https://r11.eu/rdf/resource/ba013ed3-5551-4512-a489-a764257eda22,Kleinchroniken 14
https://r11.eu/rdf/resource/a1617545-97eb-46e0-b786-7b195b47cfe1,Kleinchroniken 15
https://r11.eu/rdf/resource/550a5b76-3903-496d-8d36-cb7d24c86717,Lavra 41
https://r11.eu/rdf/resource/f68a2ee1-0940-4808-a107-6ede2727293b,Lavra 44
https://r11.eu/rdf/resource/7fa2bc34-82ba-4cda-8295-2241409c9d47,Lavra 39
https://r11.eu/rdf/resource/ce6cf2ed-791a-4f54-89be-e61b99212899,Lavra 41
https://r11.eu/rdf/resource/97b73c58-fa7c-4fe9-aa06-0afdf3d2cca5,Lavra 41
https://r11.eu/rdf/resource/afa36370-5e8a-4f49-8dbc-247fed819da2,Vatopedi 10
https://r11.eu/rdf/resource/dd15449c-452e-4bc6-a5a5-2272f901901d,"Theophylaktos of Ohrid, Letters 30"
https://r11.eu/rdf/resource/cbeda366-00d5-4f94-b9f3-eaef84ace8a2,Kleinchroniken 16
https://r11.eu/rdf/resource/df119bc1-f84a-4fd7-8c6f-c3d2acfec748,Kleinchroniken 16
https://r11.eu/rdf/resource/8fe318b5-ef4a-47e7-aebf-f1efc8f996b8,Kleinchroniken 16
https://r11.eu/rdf/resource/3bcd4d53-4a4e-43e8-a1f0-96e5865a0fe5,"Theophylaktos of Ohrid, Letters 13"
https://r11.eu/rdf/resource/dcc68800-7193-44d6-8f46-9a752a6097c9,"Theophylaktos of Ohrid, Letters 9"
https://r11.eu/rdf/resource/f8f62b2e-a762-4535-8819-7b207ce29bdf,"Theophylaktos of Ohrid, Letters 9"
https://r11.eu/rdf/resource/955bab80-b007-4983-a090-0971f6ae6653,"Theophylaktos of Ohrid, Letters 9"
https://r11.eu/rdf/resource/a49ca6fa-58a7-4981-a9d1-e16c5aa55fde,"Theophylaktos of Ohrid, Letters 13"
https://r11.eu/rdf/resource/daefe1f0-039c-43ba-8cbd-eb36cc1399de,"Theophylaktos of Ohrid, Letters 13"
https://r11.eu/rdf/resource/f41bf055-6731-4ee4-91b2-1063c0e599f2,"Theophylaktos of Ohrid, Letters 13"
https://r11.eu/rdf/resource/700885dc-8bad-4869-9875-2661255ae883,Xeropotamou 5
https://r11.eu/rdf/resource/5eddc07b-0c7e-4117-93f6-1bfe66a9e3e8,Panteleemon 5
https://r11.eu/rdf/resource/40ea6463-01b0-4d0c-ac18-ddd66b79b7ed,Xeropotamou 5
https://r11.eu/rdf/resource/d2b7f616-4fc5-4d15-8154-a5ae78017823,Panteleemon 5
https://r11.eu/rdf/resource/677419e4-28bf-4c7e-b3ce-2bb841dc435d,Niketas Stethatos (Darrouzes) 12
https://r11.eu/rdf/resource/4e618b0f-8366-4a52-abd4-c5e9e9acc8e6,Niketas Stethatos (Darrouzes) 8
https://r11.eu/rdf/resource/24475a44-f795-4f73-8bc7-dd9c140e4d75,"Theophylaktos of Ohrid, Letters 7"
https://r11.eu/rdf/resource/1e488eec-c693-492b-85be-bfbaba143a1a,"Theophylaktos of Ohrid, Letters 70"
https://r11.eu/rdf/resource/f24ef65f-6b00-41ac-b322-0dced4fb9df5,"Theophylaktos of Ohrid, Letters 7"
https://r11.eu/rdf/resource/b0091e9f-1c96-41f5-ad39-06cb5605c1cf,"Theophylaktos of Ohrid, Letters 7"
https://r11.eu/rdf/resource/8aa64c55-b196-41be-a64c-e0bb8f706bb3,"Theophylaktos of Ohrid, Letters 40"
https://r11.eu/rdf/resource/8f6f9be9-7cfe-4837-8677-0e371b88f5e7,"Theophylaktos of Ohrid, Letters 40"
https://r11.eu/rdf/resource/aa465d2f-b475-40e7-80c7-acad565e66a9,"Theophylaktos of Ohrid, Letters 83"
https://r11.eu/rdf/resource/f38e4038-760a-4a2c-b13c-9ed3844af6bc,Lavra 41
https://r11.eu/rdf/resource/932d9b38-1127-4e9f-ae8c-9b4742f6bc54,Lavra 41
https://r11.eu/rdf/resource/499182d0-4170-4099-94be-a3c80fef9da0,"Theophylaktos of Ohrid, Letters 25"
https://r11.eu/rdf/resource/35a4c319-e52d-40d1-9c0c-b7fe6ce74bab,"Theophylaktos of Ohrid, Letters 29"
https://r11.eu/rdf/resource/3ee66ce3-73d8-4c32-8682-48f12e5ef5a3,"Theophylaktos of Ohrid, Letters 25"
https://r11.eu/rdf/resource/85f417dc-9ff2-4c2e-a304-b370c09b3fe1,"Theophylaktos of Ohrid, Letters 75"
https://r11.eu/rdf/resource/9979da28-4dfb-48ae-bc91-8f2413a45301,"Theophylaktos of Ohrid, Letters 23"
https://r11.eu/rdf/resource/860b7768-5239-434b-8bff-d712e35aff81,"Theophylaktos of Ohrid, Letters 23"
https://r11.eu/rdf/resource/cfed2051-7b35-4dbb-b401-6e15e258d436,"Theophylaktos of Ohrid, Letters 32"
https://r11.eu/rdf/resource/82dab0e2-1b34-4bec-ae4a-7890c4683153,Lavra 35
https://r11.eu/rdf/resource/1f4b0110-1963-4884-a7bc-c29ac4541b81,Lavra 35
https://r11.eu/rdf/resource/7ad07c82-86c6-4d99-8abf-e5a33cabbe68,Lavra 35
https://r11.eu/rdf/resource/0c15ac67-5aa3-4957-867a-6c59fa865b18,Lavra 35
https://r11.eu/rdf/resource/9accbf5c-db17-4c71-b3a7-02d054b63bd0,Lavra 35
https://r11.eu/rdf/resource/3a53bae4-c224-413b-80ee-2f57a784c037,Panteleemon 5
https://r11.eu/rdf/resource/c670d6c7-046e-4ee0-9f3f-af48d0e8405e,Xeropotamou 5
https://r11.eu/rdf/resource/7c835027-8eb7-41f7-b489-a9ca323801d5,Panteleemon 5
https://r11.eu/rdf/resource/9963f365-f667-455b-b0d6-b1459caace40,"Theophylaktos of Ohrid, Letters 28"
https://r11.eu/rdf/resource/d08cf173-e2c6-4d9e-ad94-832ce9cbf02a,Vatopedi 7
https://r11.eu/rdf/resource/0837805f-913b-402a-8e06-3e9ea791dfea,Vatopedi 7
https://r11.eu/rdf/resource/cb1854ab-50db-4a32-a7f1-cfd29f76b0c2,Vatopedi 7
https://r11.eu/rdf/resource/da68a17d-dad6-4b50-9efe-6a61f9a4c89e,Vatopedi 9
https://r11.eu/rdf/resource/676e2370-c383-4dd8-a427-7388ee2238c4,Panteleemon 6
https://r11.eu/rdf/resource/d69e5bce-a95b-484e-ab34-d0fe7bab44d3,Panteleemon 6
https://r11.eu/rdf/resource/28aa9026-1ca0-4b5c-a01e-fe6c54569978,"Theophylaktos of Ohrid, Letters 21"
https://r11.eu/rdf/resource/2e95f2b2-f1ec-434e-8bfb-4d4f9ff02613,"Theophylaktos of Ohrid, Letters 21"
https://r11.eu/rdf/resource/d1232196-6e8b-437d-93bb-dffb24ee63d4,Kleinchroniken 14
https://r11.eu/rdf/resource/093f8618-8ad0-4299-9b81-61afe0cdc394,Kleinchroniken 17
https://r11.eu/rdf/resource/c2c4ba26-2aea-4acc-9ea5-98a1d3d4f5c5,Kleinchroniken 16
https://r11.eu/rdf/resource/d52df03b-086c-4be7-b4de-f1bec6466f0c,Kleinchroniken 14
https://r11.eu/rdf/resource/fa138f69-ea9b-40cc-ae7c-f71b9c1f3a10,Kleinchroniken 14
https://r11.eu/rdf/resource/c64cff8b-37b2-46fe-8045-64dc89ffa53d,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/612e7a64-e539-4b11-9597-9286a73d6cf4,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/66e53d76-42aa-44cb-a36e-36d3467a58b3,"Nea Mone, Gedeon 12"
https://r11.eu/rdf/resource/1aeafa0b-2716-4c64-b4d7-173cb5839814,"Theophylaktos of Ohrid, Letters 17"
https://r11.eu/rdf/resource/a58fa33d-1392-4240-96f8-b7d82b6bc8b5,"Theophylaktos of Ohrid, Letters 37"
https://r11.eu/rdf/resource/4662cb13-27e8-420e-af4b-82988b7b6a19,Esphigmenou 3
https://r11.eu/rdf/resource/dd2fa9a4-a63d-413f-87b7-ce22ebadaa2d,Esphigmenou 3
https://r11.eu/rdf/resource/21755387-29a1-4ec4-ac7d-a1833e0be3ef,Xeropotamou 5
https://r11.eu/rdf/resource/71837f26-ff93-4142-9928-19dc37ba45e7,Kleinchroniken 16
https://r11.eu/rdf/resource/fbe9eee4-7a81-4067-8cd1-e15d7c0e09ed,Kleinchroniken 14
https://r11.eu/rdf/resource/34a9cb01-b219-4f86-adbc-44199bae13f8,Kleinchroniken 16
https://r11.eu/rdf/resource/db761e78-ef9d-4a5a-a6e9-ad5f850efbc4,Kleinchroniken 14
https://r11.eu/rdf/resource/f9e95479-ac90-4829-9f45-e9f15737cd79,Kleinchroniken 16
https://r11.eu/rdf/resource/101a6979-3522-477e-8fc5-32a7f463a8cc,Kleinchroniken 16
https://r11.eu/rdf/resource/38f4ed8f-33a3-422b-812b-d999ff948185,Mauropous: Orations 55
https://r11.eu/rdf/resource/7d03759d-0750-4ec5-9bfe-067bdb5b80ee,Mauropous: Orations 55
https://r11.eu/rdf/resource/b69dbe1c-9ee5-4f44-8a28-410a10064b83,"Nea Mone, Miklosich-Müller 4"
https://r11.eu/rdf/resource/8e7f1dba-af20-48e9-8061-0915a687d0ab,"Nea Mone, Miklosich-Müller 4"
https://r11.eu/rdf/resource/b27536a7-751f-496a-bf6b-2b424f83c5bf,"Theophylaktos of Ohrid, Letters 28"
https://r11.eu/rdf/resource/fc08162c-8bd0-4b8e-b6af-6f0f18edc910,"Theophylaktos of Ohrid, Letters 28"
https://r11.eu/rdf/resource/eba7fcab-8f93-4efd-94c6-573b81d23891,"Theophylaktos of Ohrid, Letters 28"
https://r11.eu/rdf/resource/174d3ab1-f590-4b83-a8b0-6393e4554374,"Theophylaktos of Ohrid, Letters 127"
https://r11.eu/rdf/resource/ef15acdb-d534-4d8e-968e-3108f8ac8771,"Theophylaktos of Ohrid, Letters 127"
https://r11.eu/rdf/resource/912b1699-0fb0-4812-b82f-41635a8a2e1d,"Theophylaktos of Ohrid, Letters 127"
https://r11.eu/rdf/resource/3c27b0db-6ae6-4069-aa6e-0619337fec16,Xeropotamou 5
https://r11.eu/rdf/resource/ccae5c43-0931-4411-bc1a-73b66b9be741,Panteleemon 5
https://r11.eu/rdf/resource/476863b4-ffcf-4b75-8573-70bc772af52b,Vatopedi 8
https://r11.eu/rdf/resource/93ba84df-ee44-46b6-b44c-9564f95bdee9,Vatopedi 8
https://r11.eu/rdf/resource/e77ab831-4770-4c44-b3c8-fe0930f33144,Panteleemon 6
https://r11.eu/rdf/resource/b9ef7e52-dced-48fe-8954-e2725fdce4e0,Panteleemon 6
https://r11.eu/rdf/resource/6409c328-50be-4501-9e67-6230f029d147,Panteleemon 6
https://r11.eu/rdf/resource/ae6c6c56-750a-446d-bc83-822059e9a2fd,"Theophylaktos of Ohrid, Letters 8"
https://r11.eu/rdf/resource/89a90f83-6c8b-4e4f-a803-0177ba3bdaa7,"Theophylaktos of Ohrid, Letters 8"
https://r11.eu/rdf/resource/ca61fadf-3bb3-4f3e-ac15-be2f358627d9,"Theophylaktos of Ohrid, Letters 8"
https://r11.eu/rdf/resource/733d0332-6d36-4539-becf-8ab48a50d438,"Theophylaktos of Ohrid, Letters 42"
https://r11.eu/rdf/resource/0931f64b-5370-4bae-a8bf-f1ac8f11125a,Kleinchroniken 16
https://r11.eu/rdf/resource/75b5ab95-86fb-4843-a798-d99041595bd1,Kleinchroniken 16
https://r11.eu/rdf/resource/1300b95a-4485-41a0-ba00-d74b9558b130,Kleinchroniken 14
https://r11.eu/rdf/resource/05e4ca36-3529-42ec-859f-12128c4b0e8e,Esphigmenou 4a
https://r11.eu/rdf/resource/1acf4353-34fb-4374-adf0-895966135d67,Esphigmenou 4a
https://r11.eu/rdf/resource/6c0cc911-98f9-4059-930e-d42fc316d980,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/49076095-0296-4980-aa3b-bbf069e8bb31,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/fb691711-852b-4ad4-950d-09f777fd12e0,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/6e333107-22e6-4da2-a403-fc00f3b0072b,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/ef058fa4-1eb6-4ad3-81b0-f2261c8130c9,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/5dc4d3e2-c933-4672-bf42-04a00ffc0eec,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/7c9f15b2-8d90-4752-8f1d-a466b765b15e,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/b1e8b85c-3948-42f0-877f-110ce48652d1,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/d033c2d8-8f8e-44ad-b091-f160f330e225,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/0ff2d56d-a200-4e25-b145-0d3fc6fa5a83,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/e11fcd4e-8531-435d-bc63-68923d4d67e9,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/26968016-aacd-4ab2-865a-6898cdc3324d,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/9cb40605-c804-4bd4-aa15-bbdcaf7afd9e,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/84605850-5f36-4405-96d4-fa530a490093,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/d78d5c0f-4406-4626-bba1-d1d109f0356a,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/6e993284-09ff-4cd1-b86a-0a0ccc0394c2,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/7c045fe3-14df-4b81-a8e4-755d7d0c991e,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/ecb0b28a-e04f-4b5f-88ab-c1a2458bc69d,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/cc30ac10-ae4a-40f2-bcc1-f53d89b05043,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/0cde5eb1-af12-4777-b3ea-4c407c0e27b8,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/fad4b9f5-bca8-4e7a-940b-ad372e64e0fb,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/4428d66b-e42f-402b-a7aa-710f76764981,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/677ae934-9848-465d-89ac-0dcb1121384f,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/9d84beed-61d7-4899-9d54-b4734b906ca4,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/b04d8802-365d-4524-a17d-e5ab3c856f15,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/bcda4cdc-b208-46e2-8d0d-5fe78760abd5,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/389fbeb7-c60f-4329-b574-21ab94db09f5,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/12770e6f-463b-4ce0-b116-fc53fcbe5ba5,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/e81f1808-405b-4364-832c-83ae7f854f11,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/9526d432-4173-4680-a935-46f5b3ada63b,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/936b09a2-4307-48ed-96c1-5879d23d7527,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/d175e0fd-9f18-475a-8be6-18e081b47448,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/4040628c-d4cd-4824-97b4-d9f55f0d78fb,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/8281acd7-78f5-4019-be33-266f624d845b,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/6577c6fb-1d98-4c24-9b8a-0ac267b6f6ca,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/fb4fd39e-a9dc-43c9-a249-052c235ade39,"Psellos, Oratoria minora 3"
https://r11.eu/rdf/resource/8d757dc8-89e7-472d-8db9-f795dae382f2,Mauropous: Orations 1
https://r11.eu/rdf/resource/ab48c4e2-a80a-4a5e-be09-bdb818b5d426,Mauropous: Orations 1
https://r11.eu/rdf/resource/fed38422-9885-4c05-b8f2-652fd80f57ec,Kleinchroniken 5
https://r11.eu/rdf/resource/044abced-f025-4119-ba24-48007e6450d8,Mauropous: Orations 1
https://r11.eu/rdf/resource/c8832de7-2844-44af-bc2e-f21aa4bcb474,Mauropous: Orations 1
https://r11.eu/rdf/resource/98fc0491-de9d-473b-9699-ab247c736707,Mauropous: Orations 66
https://r11.eu/rdf/resource/672c0a5f-3355-4239-bffb-fd0f5a588593,Mauropous: Orations 66
https://r11.eu/rdf/resource/0d04a5c4-f781-41eb-8c35-a56d202d0db4,Mauropous: Orations 66
https://r11.eu/rdf/resource/a3c3fe6c-fd60-4f35-b15c-9400f4a08218,Kleinchroniken 5
https://r11.eu/rdf/resource/5516dea7-3db8-4d57-916f-991eec866594,Mauropous: Orations 86
https://r11.eu/rdf/resource/688ada08-a2a9-4a24-a89b-d0f97b9fe821,Mauropous: Orations 86
https://r11.eu/rdf/resource/2e6b03a6-7759-4392-8661-5d574c9d4c04,Mauropous: Orations 1
https://r11.eu/rdf/resource/c48a0493-0caf-41c3-aa04-13413204ebf1,Mauropous: Orations 1
https://r11.eu/rdf/resource/6722a67a-dac3-4888-a731-a12398fb47a7,Mauropous: Orations 1
https://r11.eu/rdf/resource/0020960f-6297-47e5-ba16-e45da9a11d8c,Kleinchroniken 6
https://r11.eu/rdf/resource/0baa4817-65cd-43f6-b16e-b8f29b8bbbb0,Kleinchroniken 5
https://r11.eu/rdf/resource/cdb0d489-2155-4d6a-a116-1187c8c75273,Kleinchroniken 5
https://r11.eu/rdf/resource/b37d8ae0-d481-4ed5-a8c5-aa4219f53437,Kleinchroniken 14
https://r11.eu/rdf/resource/b8ec820d-5f16-404d-8e7b-f055c1b0d560,Kleinchroniken 14
https://r11.eu/rdf/resource/a7a123d7-29ad-445f-a3e7-274ab13b79a5,Kleinchroniken 5
https://r11.eu/rdf/resource/c989c467-2b53-4532-bfe7-6fdb9d4c1488,Kleinchroniken 5
https://r11.eu/rdf/resource/6ce7c91f-310c-462f-a677-f0d34ca5c508,Kleinchroniken 5
https://r11.eu/rdf/resource/2e37f7fe-0dcc-49d4-8be2-875360290736,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/63103023-988a-4b65-ad09-dce87f53f115,"Psellos, Oratoria minora 2"
https://r11.eu/rdf/resource/6436a916-73e7-4ef9-9f1b-934a89d43cc4,"Theophylaktos of Ohrid, Letters 16"
https://r11.eu/rdf/resource/04f07deb-fabd-4052-a2eb-7da05724b713,"Theophylaktos of Ohrid, Letters 16"
https://r11.eu/rdf/resource/ca2c4aa1-923a-4915-a0d2-fd93786782f5,Lavra 30
https://r11.eu/rdf/resource/9cd4765a-7678-45f6-90cb-63446ba90284,Lavra 30
https://r11.eu/rdf/resource/37d44700-f8ad-473c-9774-a65878e35ac2,Lavra 37
https://r11.eu/rdf/resource/6c2bc819-e103-471a-b429-b0e48aa957cf,Lavra 34
https://r11.eu/rdf/resource/78fb27c5-14b3-4ef7-8686-7268134671f6,Lavra 34
https://r11.eu/rdf/resource/601b8a2a-f70d-48ef-b064-67c05cebf490,Lavra 37
https://r11.eu/rdf/resource/31356d01-b4ab-42aa-8cd6-409a02aec4c3,Lavra 37
https://r11.eu/rdf/resource/b65a7b54-5e7d-4ffc-b098-5323c13cc1cf,Lavra 37
https://r11.eu/rdf/resource/a2dceb76-2745-47e8-a5c2-99582880d35a,Lavra 37
https://r11.eu/rdf/resource/3b1dae2e-6096-4916-96f3-e8ef2a22d1ac,Lavra 37
https://r11.eu/rdf/resource/1143f48d-0fbc-4a2d-b8a1-d4a8372d8f27,Lavra 37
